Crop,State,Land_Area,Yield_per_Acre,Predicted_Price,Cultivation_Cost,Production,Revenue,Profit,Loan_Amount,Interest_Rate,Tenure,EMI,Profit_Margin,Debt_to_Profit_Ratio,Risk
Rice,Bihar,5.59,3.81,29367.19,152039.18,21.3,625521.15,473481.97,275687.66,9.85,9,31902.85,75.69,0.58,SAFE
Rice,Punjab,7.32,3.68,19161.26,195448.9,26.94,516204.34,320755.44,97853.41,10.16,9,11338.05,62.14,0.31,SAFE
Wheat,Uttar Pradesh,8.51,2.63,29597.28,194714.72,22.38,662387.13,467672.41,254694.15,7.66,6,43402.44,70.6,0.54,SAFE
Wheat,Punjab,9.54,3.86,28208.79,151356.96,36.82,1038647.65,887290.69,251411.14,8.02,9,28876.34,85.43,0.28,SAFE
Wheat,Madhya Pradesh,5.22,3.35,23516.47,231848.57,17.49,411303.06,179454.49,243754.01,9.71,6,41783.95,43.63,1.36,SAFE
Rice,Haryana,8.24,1.91,22952.37,50336.23,15.74,361270.3,310934.07,226425.51,10.82,9,26306.19,86.07,0.73,SAFE
Wheat,Haryana,4.49,2.44,21482.39,194616.94,10.96,235446.99,40830.05,95015.98,9.28,12,8321.63,17.34,2.33,RISKY
Rice,Uttar Pradesh,4.76,3.3,25333.53,222539.42,15.71,397989.76,175450.34,196052.43,8.62,9,22573.46,44.08,1.12,SAFE
Wheat,Bihar,5.55,2.97,27114.55,113985.65,16.48,446847.78,332862.13,292511.0,9.71,9,33830.3,74.49,0.88,SAFE
Wheat,Bihar,1.01,2.19,19587.92,243852.3,2.21,43289.3,-200563.0,230866.56,11.49,6,39777.49,-463.31,999.0,RISKY
Rice,Punjab,6.83,2.96,22829.41,155584.5,20.22,461610.67,306026.17,46770.9,7.82,9,5367.56,66.3,0.15,SAFE
Rice,Madhya Pradesh,8.84,2.43,26662.81,209252.46,21.48,572717.16,363464.7,295210.35,8.67,6,50453.38,63.46,0.81,SAFE
Wheat,Bihar,7.99,3.78,26465.99,84737.51,30.2,799272.9,714535.39,259389.1,9.03,12,22687.57,89.4,0.36,SAFE
Wheat,Bihar,3.71,2.29,24089.77,140061.95,8.5,204763.05,64701.1,220957.07,8.67,9,25446.2,31.6,3.42,MODERATE
Wheat,Haryana,7.08,2.69,22075.0,141481.19,19.05,420528.75,279047.56,225779.57,9.24,12,19769.89,66.36,0.81,SAFE
Wheat,Punjab,9.22,2.48,18712.48,210015.76,22.87,427954.42,217938.66,35663.43,11.57,6,6146.09,50.93,0.16,SAFE
Wheat,Bihar,5.32,2.26,22065.27,217288.17,12.02,265224.55,47936.38,157391.59,10.71,9,18277.6,18.07,3.28,RISKY
Rice,Haryana,6.4,3.22,20545.21,218503.18,20.61,423436.78,204933.6,163597.98,7.81,6,27890.79,48.4,0.8,SAFE
Wheat,Haryana,4.96,3.75,27503.05,131984.64,18.6,511556.73,379572.09,118923.02,9.09,6,20349.3,74.2,0.31,SAFE
Rice,Haryana,8.8,3.04,28816.18,185933.82,26.75,770832.82,584899.0,96990.47,10.94,6,16684.78,75.88,0.17,SAFE
Wheat,Madhya Pradesh,5.92,1.73,27356.88,87528.97,10.24,280134.45,192605.48,75144.29,11.51,9,8754.88,68.75,0.39,SAFE
Wheat,Punjab,7.98,2.97,24165.47,188559.73,23.7,572721.64,384161.91,49011.07,9.29,12,4292.68,67.08,0.13,SAFE
Rice,Punjab,8.58,3.53,23464.38,142697.08,30.29,710736.07,568038.99,181867.29,9.44,9,21010.61,79.92,0.32,SAFE
Rice,Punjab,3.38,2.76,27471.77,76896.28,9.33,256311.61,179415.33,273264.34,7.7,9,31345.15,70.0,1.52,SAFE
Wheat,Haryana,1.87,3.98,20347.7,124736.4,7.44,151386.89,26650.49,128912.46,9.32,12,11292.72,17.6,4.84,RISKY
Rice,Haryana,7.91,3.16,24378.66,151317.47,25.0,609466.5,458149.03,89557.61,9.55,6,15344.77,75.17,0.2,SAFE
Rice,Bihar,2.46,2.67,21657.15,93361.88,6.57,142287.48,48925.6,114424.9,8.82,9,13185.67,34.39,2.34,RISKY
Wheat,Bihar,6.07,2.13,23903.12,225092.33,12.93,309067.34,83975.01,249807.85,7.09,12,21625.43,27.17,2.97,MODERATE
Wheat,Punjab,3.29,2.58,21292.39,234259.13,8.49,180772.39,-53486.74,130603.35,11.53,9,15217.53,-29.59,999.0,RISKY
Rice,Punjab,3.0,1.77,28666.71,172004.64,5.31,152220.23,-19784.41,85466.26,11.03,12,7554.85,-13.0,999.0,RISKY
Rice,Bihar,1.97,3.38,28788.88,240068.44,6.66,191733.94,-48334.5,212122.79,8.19,9,24380.79,-25.21,999.0,RISKY
Rice,Bihar,2.34,2.43,28651.39,248193.65,5.69,163026.41,-85167.24,151679.84,9.58,12,13305.46,-52.24,999.0,RISKY
Wheat,Madhya Pradesh,2.7,1.66,26356.41,64500.45,4.48,118076.72,53576.27,184116.49,7.05,6,31320.14,45.37,3.44,MODERATE
Rice,Punjab,1.3,1.6,22089.89,74526.37,2.08,45946.97,-28579.4,229499.33,11.39,12,20325.3,-62.2,999.0,RISKY
Rice,Punjab,9.65,3.21,20129.36,226387.48,30.98,623607.57,397220.09,193891.28,11.57,12,17188.03,63.7,0.49,SAFE
Rice,Punjab,8.16,1.65,20142.72,186493.44,13.46,271121.01,84627.57,39434.48,11.57,6,6795.98,31.21,0.47,MODERATE
Rice,Punjab,9.45,3.32,28251.9,75807.18,31.37,886262.1,810454.92,261916.78,10.89,6,45049.76,91.45,0.32,SAFE
Rice,Haryana,7.77,1.69,18095.82,236481.36,13.13,237598.12,1116.76,227751.18,10.98,6,39183.38,0.47,203.94,RISKY
Wheat,Madhya Pradesh,8.39,2.61,26706.16,101224.19,21.9,584864.9,483640.71,91944.64,8.86,6,15722.53,82.69,0.19,SAFE
Wheat,Madhya Pradesh,5.74,2.97,23645.88,82084.15,17.05,403162.25,321078.1,254525.78,7.05,9,29117.87,79.64,0.79,SAFE
Rice,Madhya Pradesh,7.55,2.05,19179.04,179051.89,15.48,296891.54,117839.65,90357.49,9.19,12,7909.86,39.69,0.77,MODERATE
Rice,Uttar Pradesh,7.28,2.84,29171.93,214348.31,20.68,603275.51,388927.2,197992.58,10.4,12,17443.55,64.47,0.51,SAFE
Wheat,Uttar Pradesh,4.04,3.3,23484.37,89953.94,13.33,313046.65,223092.71,164203.01,11.41,9,19123.11,71.27,0.74,SAFE
Rice,Uttar Pradesh,3.96,3.45,22914.46,238036.97,13.66,313011.52,74974.55,299566.05,9.74,12,26300.4,23.95,4.0,RISKY
Rice,Uttar Pradesh,4.36,2.66,23907.71,235347.27,11.6,277329.44,41982.17,256368.24,8.46,12,22355.63,15.14,6.11,RISKY
Wheat,Bihar,6.02,2.85,27649.14,143599.87,17.16,474459.24,330859.37,158767.33,11.08,9,18465.21,69.73,0.48,SAFE
Wheat,Madhya Pradesh,4.97,3.61,23229.53,155368.74,17.94,416737.77,261369.03,113238.28,9.34,6,19390.5,62.72,0.43,SAFE
Wheat,Madhya Pradesh,6.05,3.27,27568.21,75658.18,19.78,545299.19,469641.01,44012.65,8.62,6,7520.97,86.13,0.09,SAFE
Rice,Bihar,7.01,2.79,29492.28,232998.11,19.56,576869.0,343870.89,55460.1,8.56,9,6384.1,59.61,0.16,SAFE
Rice,Madhya Pradesh,1.55,1.8,21614.33,103179.47,2.79,60303.98,-42875.49,296143.67,8.44,9,34072.82,-71.1,999.0,RISKY
Wheat,Punjab,6.31,2.93,23004.51,188798.89,18.49,425353.39,236554.5,247809.92,11.62,9,28884.69,55.61,1.05,SAFE
Rice,Madhya Pradesh,7.99,2.88,20731.39,240457.55,23.01,477029.28,236571.73,214040.3,11.18,12,18935.21,49.59,0.9,SAFE
Rice,Bihar,2.27,1.8,20150.9,115547.75,4.09,82417.18,-33130.57,74670.31,9.95,9,8644.46,-40.2,999.0,RISKY
Wheat,Haryana,3.62,2.88,28633.34,231126.74,10.43,298645.74,67519.0,47041.89,10.39,9,5455.76,22.61,0.7,MODERATE
Rice,Haryana,7.6,2.84,19460.09,93350.22,21.58,419948.74,326598.52,130481.69,8.74,12,11395.09,77.77,0.4,SAFE
Wheat,Haryana,4.15,2.44,25184.22,78866.27,10.13,255116.15,176249.88,106327.54,9.21,9,12272.16,69.09,0.6,SAFE
Wheat,Uttar Pradesh,9.54,3.72,22141.02,173466.16,35.49,785784.8,612318.64,98768.61,7.94,12,8588.99,77.92,0.16,SAFE
Rice,Haryana,5.04,3.55,28403.19,67304.9,17.89,508133.07,440828.17,248372.45,11.98,9,28992.73,86.75,0.56,SAFE
Rice,Bihar,3.54,1.84,24957.87,123335.1,6.51,162475.73,39140.63,259028.69,9.98,6,44436.77,24.09,6.62,RISKY
Rice,Haryana,8.41,3.02,19493.92,172947.9,25.4,495145.57,322197.67,179267.13,10.73,12,15821.36,65.07,0.56,SAFE
Wheat,Haryana,5.36,2.56,20784.99,204623.23,13.72,285170.06,80546.83,105827.93,8.62,12,9236.17,28.25,1.31,MODERATE
Wheat,Madhya Pradesh,6.42,1.65,22596.05,158653.17,10.59,239292.17,80639.0,259523.46,8.21,9,29831.34,33.7,3.22,MODERATE
Wheat,Haryana,8.46,2.69,18735.18,188895.61,22.76,426412.7,237517.09,84946.76,8.22,12,7398.03,55.7,0.36,SAFE
Wheat,Madhya Pradesh,4.08,3.05,19279.39,205418.74,12.44,239835.61,34416.87,148051.17,8.65,6,25301.46,14.35,4.3,RISKY
Rice,Punjab,4.67,3.46,26553.7,215156.38,16.16,429107.79,213951.41,260909.23,8.29,9,30000.47,49.86,1.22,SAFE
Wheat,Haryana,5.29,1.75,28765.91,136104.72,9.26,266372.33,130267.61,99293.82,7.71,9,11390.1,48.9,0.76,SAFE
Wheat,Madhya Pradesh,1.42,2.62,21665.52,197015.83,3.72,80595.73,-116420.1,39706.5,9.23,9,4583.24,-144.45,999.0,RISKY
Rice,Punjab,2.63,3.63,19597.47,116945.46,9.55,187155.84,70210.38,133720.16,11.35,12,11840.25,37.51,1.9,MODERATE
Wheat,Haryana,8.83,3.61,20095.06,126957.37,31.88,640630.51,513673.14,214469.44,10.13,12,18868.24,80.18,0.42,SAFE
Rice,Bihar,6.78,1.82,23343.65,57301.71,12.34,288060.64,230758.93,210297.31,8.69,9,24220.56,80.11,0.91,SAFE
Wheat,Bihar,8.28,3.65,20528.62,154757.7,30.22,620374.9,465617.2,200091.34,9.08,9,23081.95,75.05,0.43,SAFE
Wheat,Haryana,6.18,3.19,26102.96,62336.49,19.71,514489.34,452152.85,55221.28,10.19,12,4859.71,87.88,0.12,SAFE
Wheat,Haryana,3.44,3.55,28140.39,170714.19,12.21,343594.16,172879.97,110290.94,9.95,6,18918.95,50.32,0.64,SAFE
Wheat,Haryana,4.57,2.88,28003.35,244142.41,13.16,368524.09,124381.68,106412.09,10.2,12,9365.21,33.75,0.86,SAFE
Rice,Uttar Pradesh,9.48,3.57,27610.0,118301.16,33.84,934322.4,816021.24,71954.15,11.88,12,6389.0,87.34,0.09,SAFE
Rice,Haryana,4.5,2.7,23092.83,118654.43,12.15,280577.88,161923.45,70786.72,10.49,6,12161.37,57.71,0.44,SAFE
Wheat,Uttar Pradesh,6.34,3.86,24834.69,64295.78,24.47,607704.86,543409.08,53526.79,9.03,9,6173.43,89.42,0.1,SAFE
Rice,Punjab,9.28,1.51,21545.63,52617.0,14.01,301854.28,249237.28,277108.52,11.98,9,32347.12,82.57,1.11,SAFE
Rice,Punjab,4.02,3.71,19776.17,90421.52,14.91,294862.69,204441.17,263708.64,9.44,12,23115.55,69.33,1.29,SAFE
Wheat,Haryana,4.57,1.53,26071.78,96454.92,6.99,182241.74,85786.82,223219.14,10.15,6,38312.29,47.07,2.6,MODERATE
Wheat,Haryana,9.65,2.84,20391.71,135367.48,27.41,558936.77,423569.29,75342.15,8.48,12,6570.63,75.78,0.18,SAFE
Wheat,Bihar,2.22,2.7,18208.32,204695.42,5.99,109067.84,-95627.58,241839.3,8.21,9,27798.6,-87.68,999.0,RISKY
Wheat,Haryana,4.63,2.56,22167.3,130554.24,11.85,262682.51,132128.27,66554.02,10.08,6,11420.72,50.3,0.5,SAFE
Wheat,Haryana,2.12,2.12,29940.35,189170.6,4.49,134432.17,-54738.43,150590.04,9.79,9,17422.16,-40.72,999.0,RISKY
Wheat,Uttar Pradesh,5.79,3.66,24238.4,182162.98,21.19,513611.7,331448.72,84195.14,10.46,9,9767.46,64.53,0.25,SAFE
Wheat,Madhya Pradesh,2.59,2.59,26911.93,248271.48,6.71,180579.05,-67692.43,89435.23,8.97,12,7820.0,-37.49,999.0,RISKY
Rice,Haryana,8.0,2.99,28108.75,184938.37,23.92,672361.3,487422.93,227761.58,11.0,12,20129.95,72.49,0.47,SAFE
Wheat,Madhya Pradesh,8.21,3.81,20735.66,63914.54,31.28,648611.44,584696.9,147580.59,7.6,6,25144.86,90.15,0.25,SAFE
Rice,Madhya Pradesh,2.64,1.84,25802.68,94864.83,4.86,125401.02,30536.19,288591.24,7.3,6,49127.81,24.35,9.45,RISKY
Wheat,Punjab,4.64,3.11,22304.66,126566.06,14.43,321856.24,195290.18,62037.4,11.66,9,7232.25,60.68,0.32,SAFE
Wheat,Bihar,8.93,2.61,26835.49,221826.75,23.31,625535.27,403708.52,75939.22,10.81,9,8822.28,64.54,0.19,SAFE
Rice,Uttar Pradesh,1.19,2.67,29303.61,51144.41,3.18,93185.48,42041.07,264561.54,8.22,6,45156.75,45.12,6.29,RISKY
Wheat,Punjab,3.84,2.54,23255.98,80902.47,9.75,226745.8,145843.33,126724.72,8.08,9,14558.81,64.32,0.87,SAFE
Rice,Bihar,4.54,3.46,28937.54,230985.12,15.71,454608.75,223623.63,225067.37,11.31,9,26200.7,49.19,1.01,SAFE
Wheat,Bihar,2.72,1.9,20437.5,117005.61,5.17,105661.88,-11343.73,33895.32,7.68,12,2943.49,-10.74,999.0,RISKY
Rice,Haryana,3.53,3.63,29577.94,213950.46,12.81,378893.41,164942.95,255545.49,11.12,9,29725.71,43.53,1.55,SAFE
Rice,Haryana,1.59,2.6,22497.56,87282.81,4.13,92914.92,5632.11,253156.47,11.08,6,43566.72,6.06,44.95,RISKY
Wheat,Haryana,5.02,2.0,24556.85,59768.09,10.04,246550.77,186782.68,126477.55,7.52,6,21544.34,75.76,0.68,SAFE
Wheat,Bihar,7.29,2.16,19953.52,109839.42,15.75,314267.94,204428.52,230095.87,8.76,6,39335.08,65.05,1.13,SAFE
Rice,Uttar Pradesh,2.25,2.65,20383.53,114174.0,5.96,121485.84,7311.84,189633.84,11.92,12,16841.64,6.02,25.94,RISKY
Rice,Bihar,6.93,3.51,23356.65,170271.27,24.32,568033.73,397762.46,50507.58,8.77,9,5819.01,70.02,0.13,SAFE
Rice,Madhya Pradesh,8.19,2.93,26362.73,203851.48,24.0,632705.52,428854.04,287138.16,9.14,9,33131.55,67.78,0.67,SAFE
Rice,Haryana,1.24,3.02,22959.32,81497.7,3.74,85867.86,4370.16,296751.51,11.98,6,51201.06,5.09,67.9,RISKY
Wheat,Haryana,2.79,2.66,21852.32,126733.24,7.42,162144.21,35410.97,160427.38,11.55,6,27645.82,21.84,4.53,RISKY
Wheat,Haryana,6.1,3.89,24653.37,177636.21,23.73,585024.47,407388.26,119270.06,11.67,6,20560.41,69.64,0.29,SAFE
Wheat,Haryana,6.85,1.74,26252.63,202195.99,11.92,312931.35,110735.36,170026.08,8.15,9,19539.11,35.39,1.54,MODERATE
Wheat,Bihar,2.1,2.64,20769.97,160726.29,5.54,115065.63,-45660.66,141244.72,8.22,9,16236.26,-39.68,999.0,RISKY
Rice,Punjab,2.44,2.23,22727.5,223992.47,5.44,123637.6,-100354.87,233351.29,10.36,12,20554.38,-81.17,999.0,RISKY
Wheat,Uttar Pradesh,9.04,3.98,22380.41,221233.65,35.98,805247.15,584013.5,283681.62,11.14,9,33001.27,72.53,0.49,SAFE
Wheat,Uttar Pradesh,9.4,3.3,28182.46,138350.49,31.02,874219.91,735869.42,233534.77,10.51,9,27097.84,84.17,0.32,SAFE
Rice,Punjab,6.46,1.92,21005.02,105072.61,12.4,260462.25,155389.64,138666.99,7.69,12,12042.56,59.66,0.89,SAFE
Wheat,Punjab,9.45,2.77,25171.76,134077.66,26.18,658996.68,524919.02,58771.35,8.06,6,10026.78,79.65,0.11,SAFE
Wheat,Haryana,9.35,1.66,27253.33,206782.67,15.52,422971.68,216189.01,200060.95,9.86,9,23152.2,51.11,0.93,SAFE
Rice,Bihar,6.53,1.84,29350.06,237481.73,12.02,352787.72,115305.99,254341.29,11.93,6,43877.38,32.68,2.21,MODERATE
Rice,Haryana,2.96,2.56,21310.05,60899.07,7.58,161530.18,100631.11,189374.41,7.8,6,32284.32,62.3,1.88,MODERATE
Rice,Haryana,8.63,2.46,21653.73,103353.58,21.23,459708.69,356355.11,158083.76,9.08,6,27049.44,77.52,0.44,SAFE
Wheat,Punjab,8.67,2.52,18063.91,228305.64,21.85,394696.43,166390.79,93814.53,10.48,9,10884.29,42.16,0.56,SAFE
Rice,Madhya Pradesh,4.44,3.43,21451.83,182087.8,15.23,326711.37,144623.57,128148.94,10.0,12,11266.33,44.27,0.89,SAFE
Rice,Punjab,5.26,1.81,21390.03,105279.01,9.52,203633.09,98354.08,62504.43,7.86,6,10657.52,48.3,0.64,MODERATE
Rice,Haryana,9.86,3.65,29318.29,177509.31,35.99,1055165.26,877655.95,269640.92,7.92,6,45983.96,83.18,0.31,SAFE
Rice,Punjab,8.71,3.83,18512.38,199733.32,33.36,617573.0,417839.68,70289.1,7.65,6,11977.62,67.66,0.17,SAFE
Rice,Uttar Pradesh,2.97,3.73,28176.66,57182.85,11.08,312197.39,255014.54,91361.73,7.35,6,15555.04,81.68,0.36,SAFE
Rice,Uttar Pradesh,2.75,2.25,22138.23,59735.75,6.19,137035.64,77299.89,122491.89,8.81,6,20943.1,56.41,1.58,MODERATE
Wheat,Punjab,7.41,1.91,18965.44,50142.43,14.15,268360.98,218218.55,272666.06,8.72,9,31407.62,81.32,1.25,SAFE
Wheat,Uttar Pradesh,6.11,3.01,29074.55,141753.87,18.39,534680.97,392927.1,62703.49,10.5,9,7275.4,73.49,0.16,SAFE
Wheat,Punjab,5.1,2.29,26981.85,162439.93,11.68,315148.01,152708.08,211806.19,9.96,9,24521.45,48.46,1.39,SAFE
Wheat,Haryana,3.64,2.95,27217.79,63730.26,10.74,292319.06,228588.8,134581.01,9.43,6,23051.12,78.2,0.59,SAFE
Rice,Punjab,3.79,2.95,23266.08,218018.14,11.18,260114.77,42096.63,89712.05,10.45,12,7905.9,16.18,2.13,RISKY
Wheat,Haryana,9.16,3.18,27527.87,76674.42,29.13,801886.85,725212.43,295316.26,8.71,12,25786.15,90.44,0.41,SAFE
Rice,Madhya Pradesh,7.2,2.68,18433.01,136573.82,19.3,355757.09,219183.27,154429.89,9.46,6,26453.12,61.61,0.7,SAFE
Rice,Uttar Pradesh,6.99,2.72,21734.01,60125.52,19.01,413163.53,353038.01,119582.88,10.38,6,20538.21,85.45,0.34,SAFE
Wheat,Madhya Pradesh,8.66,3.18,26083.76,161374.27,27.54,718346.75,556972.48,291683.99,7.78,6,49723.07,77.54,0.52,SAFE
Wheat,Bihar,5.33,3.34,20095.37,228948.95,17.8,357697.59,128748.64,132841.45,10.85,9,15435.45,35.99,1.03,SAFE
Wheat,Punjab,8.16,3.21,23177.39,183643.34,26.19,607015.84,423372.5,118785.27,10.41,6,20402.97,69.75,0.28,SAFE
Rice,Madhya Pradesh,5.08,2.49,19508.56,75011.23,12.65,246783.28,171772.05,249813.93,9.72,6,42823.96,69.6,1.45,SAFE
Rice,Madhya Pradesh,3.27,3.54,20319.19,215195.38,11.58,235296.22,20100.84,221108.92,8.37,9,25432.39,8.54,11.0,RISKY
Rice,Uttar Pradesh,6.18,3.72,29128.21,242741.82,22.99,669657.55,426915.73,145064.86,11.76,9,16918.38,63.75,0.34,SAFE
Rice,Uttar Pradesh,8.35,2.1,22831.8,221382.31,17.54,400469.77,179087.46,255175.86,11.05,9,29674.24,44.72,1.42,SAFE
Wheat,Madhya Pradesh,3.92,3.34,24992.91,182507.17,13.09,327157.19,144650.02,221705.39,9.02,12,19390.52,44.21,1.53,SAFE
Wheat,Madhya Pradesh,8.04,3.21,20617.92,120720.28,25.81,532148.52,411428.24,102625.83,8.06,9,11789.23,77.31,0.25,SAFE
Rice,Haryana,2.53,3.87,25561.09,235500.01,9.79,250243.07,14743.06,127582.91,10.09,12,11221.91,5.89,8.65,RISKY
Wheat,Uttar Pradesh,3.07,2.23,23202.57,59349.74,6.85,158937.6,99587.86,255972.86,8.9,12,22373.34,62.66,2.57,MODERATE
Rice,Madhya Pradesh,6.36,2.56,20510.72,160636.09,16.28,333914.52,173278.43,238185.72,7.33,9,27279.93,51.89,1.37,SAFE
Rice,Uttar Pradesh,4.88,2.26,22642.51,156522.29,11.03,249746.89,93224.6,235061.83,7.73,12,20418.33,37.33,2.52,MODERATE
Rice,Haryana,9.21,3.31,25526.95,212512.76,30.49,778316.71,565803.95,184496.65,8.36,9,21220.31,72.7,0.33,SAFE
Wheat,Uttar Pradesh,1.92,1.83,22615.22,240520.85,3.51,79379.42,-161141.43,84403.07,10.11,6,14484.88,-203.0,999.0,RISKY
Wheat,Madhya Pradesh,6.71,3.55,24026.69,234114.31,23.82,572315.76,338201.45,129006.88,8.95,12,11278.85,59.09,0.38,SAFE
Wheat,Haryana,8.28,3.62,27243.77,186481.89,29.97,816495.79,630013.9,287615.59,7.09,9,32908.77,77.16,0.46,SAFE
Wheat,Haryana,1.84,2.19,18608.37,120954.42,4.03,74991.73,-45962.69,215620.51,11.44,12,19101.18,-61.29,999.0,RISKY
Rice,Bihar,6.34,3.67,18783.53,52091.76,23.27,437092.74,385000.98,121403.57,9.98,9,14056.41,88.08,0.32,SAFE
Wheat,Uttar Pradesh,2.29,2.72,19509.72,72630.52,6.23,121545.56,48915.04,104591.23,9.84,9,12102.91,40.24,2.14,RISKY
Rice,Bihar,1.85,3.83,26994.99,227554.68,7.09,191394.48,-36160.2,147833.02,7.55,6,25184.24,-18.89,999.0,RISKY
Wheat,Punjab,3.11,2.26,25626.17,211558.67,7.03,180151.98,-31406.69,253468.01,10.89,9,29456.4,-17.43,999.0,RISKY
Rice,Bihar,5.1,3.75,20683.9,248292.94,19.12,395476.17,147183.23,212365.81,9.93,9,24583.22,37.22,1.44,SAFE
Wheat,Bihar,5.48,3.5,28897.61,188163.98,19.18,554256.16,366092.18,197506.79,11.56,6,34036.54,66.05,0.54,SAFE
Rice,Uttar Pradesh,4.57,2.3,26097.37,115374.28,10.51,274283.36,158909.08,193527.64,10.62,6,33261.03,57.94,1.22,SAFE
Wheat,Haryana,8.42,2.51,29778.93,134548.36,21.13,629228.79,494680.43,123275.24,10.3,6,21167.5,78.62,0.25,SAFE
Wheat,Madhya Pradesh,7.57,3.48,20208.02,129156.03,26.34,532279.25,403123.22,158106.01,7.87,12,13743.89,75.74,0.39,SAFE
Wheat,Punjab,2.14,3.73,26710.68,236000.41,7.98,213151.23,-22849.18,227403.28,10.21,6,39037.16,-10.72,999.0,RISKY
Rice,Uttar Pradesh,9.01,2.85,18190.74,112943.01,25.68,467138.2,354195.19,156186.9,7.46,6,26600.47,75.82,0.44,SAFE
Rice,Punjab,7.9,3.38,22443.38,207407.98,26.7,599238.25,391830.27,128001.64,9.95,6,21956.99,65.39,0.33,SAFE
Wheat,Punjab,1.96,3.42,19710.77,96109.01,6.7,132062.16,35953.15,106402.24,8.23,9,12231.58,27.22,2.96,RISKY
Wheat,Punjab,2.29,3.44,20315.39,171919.27,7.88,160085.27,-11834.0,208545.73,11.68,12,18497.83,-7.39,999.0,RISKY
Wheat,Punjab,2.17,3.89,29340.48,167877.95,8.44,247633.65,79755.7,160065.01,10.31,6,27485.44,32.21,2.01,MODERATE
Wheat,Uttar Pradesh,8.32,2.94,25995.2,247583.82,24.46,635842.59,388258.77,262259.47,7.05,9,30002.61,61.06,0.68,SAFE
Rice,Uttar Pradesh,9.11,1.75,19064.35,87061.35,15.94,303885.74,216824.39,294940.48,8.04,9,33878.77,71.35,1.36,SAFE
Rice,Madhya Pradesh,6.03,2.75,21429.59,89935.25,16.58,355302.6,265367.35,62450.44,7.55,9,7159.05,74.69,0.24,SAFE
Wheat,Punjab,5.75,3.17,26048.23,196222.3,18.23,474859.23,278636.93,126914.62,8.1,12,11045.97,58.68,0.46,SAFE
Rice,Bihar,7.79,1.53,27011.22,152979.93,11.92,321973.74,168993.81,54612.77,10.3,6,9377.52,52.49,0.32,SAFE
Rice,Uttar Pradesh,2.37,3.27,27882.22,86460.28,7.75,216087.21,129626.93,196360.41,11.0,9,22829.97,59.99,1.51,SAFE
Wheat,Punjab,7.58,1.91,22441.35,125797.85,14.48,324950.75,199152.9,128288.83,11.46,12,11365.92,61.29,0.64,SAFE
Rice,Punjab,5.73,3.23,24500.71,188232.63,18.51,453508.14,265275.51,92397.84,11.88,12,8204.25,58.49,0.35,SAFE
Wheat,Madhya Pradesh,4.63,3.95,27901.97,112457.42,18.29,510327.03,397869.61,251432.57,9.69,12,22068.68,77.96,0.63,SAFE
Wheat,Haryana,8.06,3.62,26528.46,173788.77,29.18,774100.46,600311.69,243608.22,9.57,9,28158.33,77.55,0.41,SAFE
Rice,Haryana,5.1,2.22,19543.98,125701.81,11.32,221237.85,95536.04,212072.05,8.09,6,36184.01,43.18,2.22,MODERATE
Wheat,Haryana,1.15,3.83,26868.42,233721.35,4.4,118221.05,-115500.3,45217.71,8.1,9,5195.28,-97.7,999.0,RISKY
Wheat,Haryana,1.19,2.96,25357.6,141137.77,3.52,89258.75,-51879.02,238057.56,11.91,12,21141.1,-58.12,999.0,RISKY
Rice,Punjab,2.53,2.62,24756.5,51887.06,6.63,164135.6,112248.54,178059.37,8.57,6,30422.75,68.39,1.59,MODERATE
Wheat,Bihar,4.08,3.77,29585.96,172437.31,15.38,455032.06,282594.75,235483.79,10.17,12,20721.39,62.1,0.83,SAFE
Wheat,Uttar Pradesh,5.55,2.71,19049.74,102113.9,15.04,286508.09,184394.19,62231.08,10.59,6,10694.55,64.36,0.34,SAFE
Wheat,Madhya Pradesh,7.15,3.93,27447.08,164243.41,28.1,771262.95,607019.54,31313.34,7.26,9,3585.35,78.7,0.05,SAFE
Wheat,Punjab,6.38,3.78,20317.37,97428.83,24.12,490054.96,392626.13,220141.67,9.18,9,25405.29,80.12,0.56,SAFE
Rice,Bihar,3.27,3.9,25738.1,187661.68,12.75,328160.77,140499.09,156318.96,8.09,6,26671.35,42.81,1.11,SAFE
Rice,Uttar Pradesh,1.22,2.83,29536.48,219572.62,3.45,101900.86,-117671.76,118828.71,9.78,12,10434.78,-115.48,999.0,RISKY
Wheat,Haryana,2.81,2.7,29574.43,59879.36,7.59,224469.92,164590.56,203235.25,7.73,6,34640.31,73.32,1.23,SAFE
Wheat,Haryana,2.07,1.55,26394.07,199481.35,3.21,84724.96,-114756.39,182970.69,10.56,9,21235.05,-135.45,999.0,RISKY
Wheat,Uttar Pradesh,1.77,2.09,24287.08,79115.23,3.7,89862.2,10746.97,125641.86,12.0,6,21679.3,11.96,11.69,RISKY
Rice,Punjab,5.48,2.04,18316.76,162573.14,11.18,204781.38,42208.24,40025.46,10.82,12,3534.16,20.61,0.95,RISKY
Rice,Haryana,3.54,3.53,27607.92,209513.3,12.5,345099.0,135585.7,89681.69,7.14,12,7765.65,39.29,0.66,SAFE
Rice,Bihar,9.68,3.86,23173.67,82645.14,37.36,865768.31,783123.17,257188.89,11.79,9,29998.66,90.45,0.33,SAFE
Wheat,Bihar,6.9,3.3,18273.26,89583.62,22.77,416082.13,326498.51,218909.33,7.64,9,25104.1,78.47,0.67,SAFE
